colorNameId,participantId,lang0,phaseNum,trialNum,tileNum,name,r,g,b,lab_l,lab_a,lab_b
1,3138,English (English),0,1,0,teal,0,255,193,89,-64,15
2,3138,English (English),0,1,1,red,255,0,48,53,80,49
3,3138,English (English),0,1,2,green,0,255,129,88,-76,46
4,3138,English (English),0,1,3,aqua,0,255,237,90,-53,-5
5,3138,English (English),0,1,4,magenta,255,0,196,57,90,-32
6,3138,English (English),0,1,5,orange,255,143,0,70,35,75
7,3138,English (English),0,1,6,lime green,129,255,0,89,-67,85
8,3138,English (English),0,1,7,purple,197,0,255,50,90,-76
9,3138,English (English),0,1,8,blue,0,147,255,59,7,-62
10,3138,English (English),0,1,9,seafoam green,0,255,158,88,-71,32
11,3138,English (English),0,1,10,red,255,32,0,54,76,67
12,3138,English (English),0,1,11,lime green,178,255,0,92,-51,88
13,3138,English (English),0,3,0,blue,67,0,255,34,80,-103
14,3138,English (English),0,3,1,red-orange,255,89,0,60,60,70
15,3138,English (English),0,3,2,yellow,255,239,0,93,-13,91
16,3138,English (English),0,3,3,purple,153,0,255,44,85,-87
17,3138,English (English),0,3,4,green,0,255,107,88,-79,55
18,3138,English (English),0,3,5,blue,0,112,255,50,28,-77
19,3138,English (English),0,3,6,yellow,249,255,0,96,-24,93
20,3138,English (English),0,3,7,blue,0,165,255,65,-3,-54
21,3138,English (English),0,3,8,blue,0,121,255,52,23,-73
22,3138,English (English),0,3,9,dark coral,255,0,88,53,82,26
23,3138,English (English),0,3,10,green,0,255,47,87,-84,76
24,3138,English (English),0,3,11,pink,255,0,168,56,87,-17
25,3138,English (English),0,6,0,blue,0,89,255,44,43,-87
26,3138,English (English),0,6,1,light blue,0,211,255,78,-27,-33
27,3138,English (English),0,6,2,blue,0,46,255,36,66,-101
28,3138,English (English),0,6,3,light blue,0,187,255,71,-15,-44
29,3138,English (English),0,6,4,pink,255,0,220,58,93,-44
30,3138,English (English),0,6,5,magenta,247,0,255,58,97,-63
31,3138,English (English),0,6,6,light blue,0,234,255,85,-38,-23
32,3138,English (English),0,6,7,orange,255,167,0,75,22,79
33,3138,English (English),0,6,8,neon yellow,204,255,0,93,-41,90
34,3138,English (English),0,6,9,orange,255,209,0,85,1,86
35,3138,English (English),0,6,10,pink,255,0,133,55,84,1
36,3138,English (English),0,6,11,red,255,0,78,53,81,32
37,3139,English (English),0,1,0,teal,0,255,160,88,-71,31
38,3139,English (English),0,1,1,teal,0,255,145,88,-73,38
39,3139,English (English),0,1,2,orange,255,155,0,72,29,77
40,3139,English (English),0,1,3,dark orange,255,113,0,64,50,72
41,3139,English (English),0,1,4,yellow,255,232,0,91,-10,90
42,3139,English (English),0,1,5,hot pink,255,0,153,55,86,-9
43,3139,English (English),0,1,6,lime green,188,255,0,92,-47,89
44,3139,English (English),0,1,7,dark orange,255,79,0,58,64,69
45,3139,English (English),0,1,8,red-pink,255,0,80,53,81,31
46,3139,English (English),0,1,9,purple,170,0,255,46,86,-83
47,3139,English (English),0,1,10,pink,239,0,255,57,95,-65
48,3139,English (English),0,1,11,goldenrod,255,204,0,84,3,85
49,3139,English (English),0,3,0,purple,146,0,255,43,84,-89
50,3139,English (English),0,3,1,red,255,0,44,53,80,51
51,3139,English (English),0,3,2,lime green,185,255,0,92,-49,88
52,3139,English (English),0,3,3,sky blue,0,222,255,81,-33,-28
53,3139,English (English),0,3,4,highlighter green,0,255,93,88,-81,61
54,3139,English (English),0,3,5,orange,255,139,0,69,37,75
55,3139,English (English),0,3,6,cornflower blue,0,161,255,63,-1,-56
56,3139,English (English),0,3,7,light blue,0,240,255,86,-41,-20
57,3139,English (English),0,3,8,blue,0,51,255,37,64,-99
58,3139,English (English),0,3,9,blue,0,106,255,48,32,-80
59,3139,English (English),0,3,10,magenta,255,0,199,57,91,-33
60,3139,English (English),0,3,11,light blue,0,255,244,90,-51,-8
61,3139,English (English),0,6,0,hot pink,255,0,130,54,84,2
62,3139,English (English),0,6,1,midnight blue,74,0,255,35,80,-102
63,3139,English (English),0,6,2,pink,255,0,231,59,95,-49
64,3139,English (English),0,6,3,blue,0,123,255,53,21,-73
65,3139,English (English),0,6,4,green,0,255,48,87,-84,76
66,3139,English (English),0,6,5,aquamarine,0,255,212,89,-59,6
67,3139,English (English),0,6,6,yellow-green,118,255,0,89,-70,85
68,3139,English (English),0,6,7,spicy pink,255,0,85,53,82,28
69,3139,English (English),0,6,8,yellow,236,255,0,95,-29,92
70,3139,English (English),0,6,9,cornflower blue,0,190,255,72,-17,-42
71,3139,English (English),0,6,10,blue with a little bit of purple,0,81,255,42,48,-90
72,3139,English (English),0,6,11,blue,0,140,255,58,11,-65
73,3143,English (English),0,1,0,Pink,255,0,130,54,84,2
74,3143,English (English),0,1,1,Turqoise,0,255,206,89,-61,9
75,3143,English (English),0,1,2,Dark Salmon,255,0,75,53,81,34
76,3143,English (English),0,1,3,Blue,0,92,255,45,41,-86
77,3143,English (English),0,1,4,Goldenrod,255,177,0,77,17,80
78,3143,English (English),0,1,5,Bright Green,64,255,0,88,-81,83
79,3143,English (English),0,1,6,Blue,0,132,255,55,16,-69
80,3143,English (English),0,1,7,Light Blue,0,247,255,88,-44,-17
81,3143,English (English),0,1,8,Red,255,24,0,53,78,67
82,3143,English (English),0,1,9,Red,255,0,9,53,80,65
83,3143,English (English),0,1,10,Fuchsia,255,0,245,59,96,-56
84,3143,English (English),0,1,11,Baby Blue,0,218,255,80,-31,-30
85,3146,English (English),0,1,0,Carolina Blue,0,152,255,61,4,-60
86,3146,English (English),0,1,1,Neon Green,184,255,0,92,-49,88
87,3146,English (English),0,1,2,Lime Green,0,255,71,87,-83,69
88,3146,English (English),0,1,3,Blue,0,42,255,35,68,-102
89,3146,English (English),0,1,4,Teal,0,255,241,90,-52,-7
90,3146,English (English),0,1,5,Lime Green,92,255,0,88,-76,84
91,3146,English (English),0,1,6,Yellow,255,242,0,93,-15,92
92,3146,English (English),0,1,7,Hot Pink,255,0,178,56,88,-23
93,3146,English (English),0,1,8,Yellow/Orange,255,199,0,82,6,84
94,3146,English (English),0,1,9,Neon Green,191,255,0,92,-46,89
95,3146,English (English),0,1,10,Bright Blue,0,190,255,72,-17,-42
96,3146,English (English),0,1,11,Orange,255,115,0,64,49,72
97,3147,English (English),0,1,0,Light blue,0,169,255,66,-5,-52
98,3147,English (English),0,1,1,Lime green,156,255,0,91,-59,87
99,3147,English (English),0,1,2,Red,255,44,0,55,74,67
100,3147,English (English),0,1,3,Sky blue,0,186,255,71,-15,-44
101,3147,English (English),0,1,4,Scarlet,255,0,34,53,80,56
102,3147,English (English),0,1,5,Mauve,110,0,255,38,81,-96
103,3147,English (English),0,1,6,Neon green,101,255,0,89,-74,84
104,3147,English (English),0,1,7,Mustard,255,217,0,87,-2,87
105,3147,English (English),0,1,8,Royal blue,0,62,255,39,59,-96
106,3147,English (English),0,1,9,Azure,0,146,255,59,7,-62
107,3147,English (English),0,1,10,Light green,192,255,0,92,-46,89
108,3147,English (English),0,1,11,Orange,255,105,0,62,53,71
109,3143,English (English),0,3,0,Orange,255,146,0,70,33,76
110,3143,English (English),0,3,1,Purple,126,0,255,40,83,-93
111,3143,English (English),0,3,2,Blue,0,56,255,37,62,-98
112,3143,English (English),0,3,3,Blue,0,68,255,40,55,-94
113,3143,English (English),0,3,4,Turqoise,0,255,173,89,-68,25
114,3143,English (English),0,3,5,Dark Pink,255,0,92,54,82,24
115,3143,English (English),0,3,6,Mint Green,0,255,114,88,-78,52
116,3143,English (English),0,3,7,Baby Blue,0,200,255,75,-22,-38
117,3143,English (English),0,3,8,Light Blue,0,255,227,90,-55,0
118,3143,English (English),0,3,9,Dark Orange,255,92,0,60,59,70
119,3143,English (English),0,3,10,Baby blue,0,179,255,69,-11,-47
120,3143,English (English),0,3,11,Blue,0,3,255,32,78,-107
121,3147,English (English),0,3,0,Yellow,238,255,0,95,-28,92
122,3147,English (English),0,3,1,Hot pink,255,0,198,57,91,-33
123,3147,English (English),0,3,2,Mint green,0,255,179,89,-67,22
124,3147,English (English),0,3,3,Apple,0,255,141,88,-74,40
125,3147,English (English),0,3,4,Bright turquoise,0,255,203,89,-61,10
126,3147,English (English),0,3,5,Dark pink,255,0,219,58,93,-43
127,3147,English (English),0,3,6,Navy,0,80,255,42,48,-90
128,3147,English (English),0,3,7,Red/pink,255,0,97,54,82,21
129,3147,English (English),0,3,8,Mauve,181,0,255,48,88,-80
130,3147,English (English),0,3,9,Royal blue,50,0,255,33,79,-105
131,3147,English (English),0,3,10,Sky blue,0,131,255,55,16,-69
132,3147,English (English),0,3,11,Lime green,0,255,111,88,-79,54
133,3143,English (English),0,6,0,Marigold,227,255,0,95,-32,92
134,3143,English (English),0,6,1,Dark Yellow,255,185,0,79,13,82
135,3143,English (English),0,6,2,Yellow,255,234,0,91,-11,90
136,3143,English (English),0,6,3,Purple,168,0,255,46,86,-84
137,3143,English (English),0,6,4,Violet,222,0,255,54,93,-69
138,3143,English (English),0,6,5,Lime Green,0,255,73,87,-83,68
139,3143,English (English),0,6,6,Blue,0,153,255,61,3,-59
140,3143,English (English),0,6,7,Magenta,255,0,171,56,88,-19
141,3143,English (English),0,6,8,Turquoise Green,0,255,123,88,-77,48
142,3143,English (English),0,6,9,Bright Pink,255,0,176,56,88,-21
143,3143,English (English),0,6,10,Yellow,255,255,0,97,-21,94
144,3143,English (English),0,6,11,Lime Green,167,255,0,91,-55,87
145,3147,English (English),0,6,0,Mint green,0,255,237,90,-53,-5
146,3147,English (English),0,6,1,Lime green,0,255,52,87,-84,75
147,3147,English (English),0,6,2,Light blue,0,212,255,78,-28,-33
148,3147,English (English),0,6,3,Turquoise,0,253,255,90,-47,-14
149,3147,English (English),0,6,4,Orange,255,139,0,69,37,75
150,3147,English (English),0,6,5,Hot pink,255,0,169,56,88,-18
151,3147,English (English),0,6,6,Red,255,0,67,53,81,39
152,3147,English (English),0,6,7,Navy,0,111,255,50,29,-78
153,3147,English (English),0,6,8,Mauve,232,0,255,56,94,-67
154,3147,English (English),0,6,9,Mustard,255,186,0,79,12,82
155,3147,English (English),0,6,10,70's China yellow,255,180,0,78,16,81
156,3147,English (English),0,6,11,Bright pink,255,0,116,54,83,10
157,3156,"Korean (한국어, 조선어)",0,1,0,파랑,0,47,255,36,66,-100
158,3156,"Korean (한국어, 조선어)",0,1,1,연두,95,255,0,88,-75,84
159,3156,"Korean (한국어, 조선어)",0,1,2,파랑,0,0,255,32,79,-107
160,3156,"Korean (한국어, 조선어)",0,1,3,보라,100,0,255,37,81,-98
161,3156,"Korean (한국어, 조선어)",0,1,4,에메랄드,0,255,153,88,-72,34
162,3156,"Korean (한국어, 조선어)",0,1,5,연두,0,255,73,87,-83,68
163,3156,"Korean (한국어, 조선어)",0,1,6,핑크,255,0,146,55,85,-5
164,3156,"Korean (한국어, 조선어)",0,1,7,핑크,255,0,237,59,95,-52
165,3156,"Korean (한국어, 조선어)",0,1,8,오렌지,255,160,0,73,26,78
166,3156,"Korean (한국어, 조선어)",0,1,9,파랑,0,80,255,42,48,-90
167,3156,"Korean (한국어, 조선어)",0,1,10,파랑,0,113,255,50,28,-77
168,3156,"Korean (한국어, 조선어)",0,1,11,하늘,0,171,255,66,-6,-51
169,3156,"Korean (한국어, 조선어)",0,3,0,하늘,0,255,232,90,-54,-3
170,3156,"Korean (한국어, 조선어)",0,3,1,노랑,255,227,0,89,-7,89
171,3156,"Korean (한국어, 조선어)",0,3,2,분홍,255,0,87,53,82,27
172,3156,"Korean (한국어, 조선어)",0,3,3,하늘,0,205,255,76,-24,-36
173,3156,"Korean (한국어, 조선어)",0,3,4,연두,206,255,0,93,-41,90
174,3156,"Korean (한국어, 조선어)",0,3,5,보라,173,0,255,47,87,-82
175,3156,"Korean (한국어, 조선어)",0,3,6,노랑,255,248,0,95,-18,93
176,3156,"Korean (한국어, 조선어)",0,3,7,하늘,0,243,255,87,-42,-19
177,3156,"Korean (한국어, 조선어)",0,3,8,빨강,255,0,50,53,80,48
178,3156,"Korean (한국어, 조선어)",0,3,9,분홍,255,0,247,59,97,-57
179,3156,"Korean (한국어, 조선어)",0,3,10,분홍,255,0,193,57,90,-30
180,3156,"Korean (한국어, 조선어)",0,3,11,연두,0,255,206,89,-61,9
181,3156,"Korean (한국어, 조선어)",0,6,0,노랑,255,206,0,84,2,85
182,3156,"Korean (한국어, 조선어)",0,6,1,하늘,0,210,255,78,-27,-33
183,3156,"Korean (한국어, 조선어)",0,6,2,연두,177,255,0,92,-51,88
184,3156,"Korean (한국어, 조선어)",0,6,3,주황,255,95,0,61,58,70
185,3156,"Korean (한국어, 조선어)",0,6,4,빨강,255,0,23,53,80,60
186,3156,"Korean (한국어, 조선어)",0,6,5,연두,0,255,190,89,-64,17
187,3156,"Korean (한국어, 조선어)",0,6,6,파랑,0,144,255,59,8,-63
188,3156,"Korean (한국어, 조선어)",0,6,7,주황,255,135,0,68,39,74
189,3156,"Korean (한국어, 조선어)",0,6,8,파랑,0,117,255,51,25,-75
190,3156,"Korean (한국어, 조선어)",0,6,9,분홍,255,0,140,55,85,-2
191,3156,"Korean (한국어, 조선어)",0,6,10,연두,0,255,84,88,-82,65
192,3156,"Korean (한국어, 조선어)",0,6,11,빨강,255,43,0,55,74,67
193,3154,Urdu (اردو),0,1,0,peela,255,240,0,93,-14,91
194,3154,Urdu (اردو),0,1,1,hara,80,255,0,88,-78,84
195,3154,Urdu (اردو),0,1,2,laal,255,53,0,55,72,68
196,3154,Urdu (اردو),0,1,3,orange,255,198,0,82,6,84
197,3154,Urdu (اردو),0,1,4,gullabi,255,0,193,57,90,-30
198,3154,Urdu (اردو),0,1,5,maroon,255,0,78,53,81,32
199,3154,Urdu (اردو),0,1,6,Asmani,0,213,255,78,-28,-32
200,3154,Urdu (اردو),0,1,7,gullabi,255,0,139,55,85,-2
201,3154,Urdu (اردو),0,1,8,hara,186,255,0,92,-48,89
202,3154,Urdu (اردو),0,1,9,peela,255,246,0,94,-17,92
203,3154,Urdu (اردو),0,1,10,neela,0,74,255,41,52,-92
204,3154,Urdu (اردو),0,1,11,orange,255,140,0,69,36,75
205,3157,Spanish (español),0,1,0,amarillo,255,204,0,84,3,85
206,3157,Spanish (español),0,1,1,magenta,255,0,207,57,92,-37
207,3157,Spanish (español),0,1,2,,0,255,133,88,-75,44
208,3157,Spanish (español),0,1,3,,255,0,124,54,84,6
209,3157,Spanish (español),0,1,4,rojo,255,0,64,53,81,40
210,3157,Spanish (español),0,1,5,,187,255,0,92,-48,89
211,3157,Spanish (español),0,1,6,turquesa,0,255,232,90,-54,-3
212,3157,Spanish (español),0,1,7,verde claro,136,255,0,90,-65,86
213,3157,Spanish (español),0,1,8,naranja,255,122,0,65,45,73
214,3157,Spanish (español),0,1,9,,0,255,171,89,-69,26
215,3157,Spanish (español),0,1,10,,255,181,0,78,15,81
216,3157,Spanish (español),0,1,11,morado,137,0,255,42,83,-91
217,3161,English (English),0,1,0,Red-orange,255,77,0,58,65,69
218,3161,English (English),0,1,1,Yellow,255,253,0,96,-20,94
219,3161,English (English),0,1,2,Light green,165,255,0,91,-56,87
220,3161,English (English),0,1,3,Light purple,219,0,255,54,92,-70
221,3161,English (English),0,1,4,Blue,0,131,255,55,16,-69
222,3161,English (English),0,1,5,Blue,0,155,255,62,2,-58
223,3161,English (English),0,1,6,Blue,0,182,255,69,-12,-46
224,3161,English (English),0,1,7,Dark pink,255,0,105,54,83,17
225,3161,English (English),0,1,8,Turquoise,0,215,255,79,-29,-31
226,3161,English (English),0,1,9,Turquoise,0,255,232,90,-54,-3
227,3161,English (English),0,1,10,Blue,0,174,255,67,-8,-50
228,3161,English (English),0,1,11,Pink,255,0,179,56,88,-23
229,3163,English (English),0,1,0,teal,0,238,255,86,-40,-21
230,3163,English (English),0,1,1,blue,0,56,255,37,62,-98
231,3163,English (English),0,1,2,blue,0,90,255,44,42,-86
232,3163,English (English),0,1,3,purple,125,0,255,40,82,-93
233,3163,English (English),0,1,4,aqua,0,166,255,65,-3,-53
234,3163,English (English),0,1,5,orange,255,105,0,62,53,71
235,3163,English (English),0,1,6,yellow,255,225,0,89,-6,88
236,3163,English (English),0,1,7,teal,0,218,255,80,-31,-30
237,3163,English (English),0,1,8,orange/yellow,255,165,0,74,23,78
238,3163,English (English),0,1,9,orange,255,129,0,67,42,74
239,3163,English (English),0,1,10,yellow,255,249,0,95,-18,93
240,3163,English (English),0,1,11,purple,211,0,255,53,91,-72
241,3157,Spanish (español),0,3,0,celeste,0,201,255,75,-22,-38
242,3157,Spanish (español),0,3,1,azul,0,50,255,36,65,-100
243,3157,Spanish (español),0,3,2,,0,225,255,82,-34,-27
244,3157,Spanish (español),0,3,3,,255,0,243,59,96,-55
245,3157,Spanish (español),0,3,4,rojo,255,0,5,53,80,65
246,3157,Spanish (español),0,3,5,,255,0,248,59,97,-57
247,3157,Spanish (español),0,3,6,,0,113,255,50,28,-77
248,3157,Spanish (español),0,3,7,turquesa,0,255,212,89,-59,6
249,3157,Spanish (español),0,3,8,verde claro,79,255,0,88,-79,84
250,3157,Spanish (español),0,3,9,violeta,214,0,255,53,92,-72
251,3157,Spanish (español),0,3,10,,0,148,255,60,6,-62
252,3157,Spanish (español),0,3,11,azul cielo,0,163,255,64,-2,-55
253,3165,English (English),0,1,0,Orange,255,223,0,88,-5,88
254,3165,English (English),0,1,1,Red,255,42,0,54,75,67
255,3165,English (English),0,1,2,Teal,0,255,184,89,-66,20
256,3165,English (English),0,1,3,Pink,255,0,191,57,90,-29
257,3165,English (English),0,1,4,Violet,255,0,247,59,97,-57
258,3165,English (English),0,1,5,Blue,0,255,249,90,-49,-11
259,3165,English (English),0,1,6,Blue,0,221,255,81,-32,-29
260,3165,English (English),0,1,7,Teal,0,255,191,89,-64,16
261,3165,English (English),0,1,8,Yellow,250,255,0,96,-23,94
262,3165,English (English),0,1,9,Blue,0,79,255,42,49,-90
263,3165,English (English),0,1,10,Red,255,0,45,53,80,50
264,3165,English (English),0,1,11,Blue,0,240,255,86,-41,-20
265,3160,English (English),0,1,0,Light blue,0,239,255,86,-41,-21
266,3160,English (English),0,1,1,Cobalt,238,0,255,57,95,-65
267,3160,English (English),0,1,2,Scarlet,255,0,63,53,81,41
268,3160,English (English),0,1,3,Purple,255,0,201,57,91,-34
269,3160,English (English),0,1,4,Magenta,255,0,133,55,84,1
270,3160,English (English),0,1,5,Red,255,68,0,57,68,68
271,3160,English (English),0,1,6,Royal blue,162,0,255,45,86,-85
272,3160,English (English),0,1,7,White,0,255,239,90,-52,-6
273,3160,English (English),0,1,8,Orange,255,111,0,63,50,72
274,3160,English (English),0,1,9,Yellow,0,255,136,88,-75,42
275,3160,English (English),0,1,10,Fuchsia,255,0,97,54,82,21
276,3160,English (English),0,1,11,Cobalt,0,103,255,48,34,-81
277,3163,English (English),0,3,0,yellow,219,255,0,94,-36,91
278,3163,English (English),0,3,1,teal,0,255,208,89,-60,8
279,3163,English (English),0,3,2,lime green,112,255,0,89,-72,85
280,3163,English (English),0,3,3,magenta,255,0,233,59,95,-50
281,3163,English (English),0,3,4,pink,255,0,101,54,82,19
282,3163,English (English),0,3,5,orange,255,76,0,58,65,69
283,3163,English (English),0,3,6,teel,0,255,235,90,-53,-4
284,3163,English (English),0,3,7,magenta,255,0,197,57,90,-32
285,3163,English (English),0,3,8,aqua,0,255,133,88,-75,44
286,3163,English (English),0,3,9,lime gren,166,255,0,91,-55,87
287,3163,English (English),0,3,10,blue,0,125,255,53,20,-72
288,3163,English (English),0,3,11,red,255,0,41,53,80,52
289,3166,English (English),0,1,0,fuschia,255,0,189,57,90,-28
290,3166,English (English),0,1,1,navy blue,73,0,255,35,80,-102
291,3166,English (English),0,1,2,orange,255,189,0,80,11,82
292,3166,English (English),0,1,3,magenta,255,0,237,59,95,-52
293,3166,English (English),0,1,4,purple,155,0,255,44,85,-87
294,3166,English (English),0,1,5,turquoise,0,255,190,89,-64,17
295,3166,English (English),0,1,6,purple,193,0,255,50,89,-77
296,3166,English (English),0,1,7,orange,255,103,0,62,54,71
297,3166,English (English),0,1,8,yellow,255,220,0,88,-4,88
298,3166,English (English),0,1,9,magenta,229,0,255,55,94,-68
299,3166,English (English),0,1,10,green,0,255,30,87,-85,80
300,3166,English (English),0,1,11,pink,255,0,81,53,81,30
301,3157,Spanish (español),0,6,0,,255,0,107,54,83,16
302,3157,Spanish (español),0,6,1,amarillo,255,251,0,96,-19,93
303,3157,Spanish (español),0,6,2,azul,0,79,255,42,49,-90
304,3157,Spanish (español),0,6,3,amarillo,255,238,0,92,-13,91
305,3157,Spanish (español),0,6,4,,255,0,160,55,87,-13
306,3157,Spanish (español),0,6,5,turqueza,0,244,255,87,-43,-18
307,3157,Spanish (español),0,6,6,azul zafiro,0,25,255,33,74,-105
308,3157,Spanish (español),0,6,7,rojo,255,73,0,58,66,69
309,3157,Spanish (español),0,6,8,naranja,255,97,0,61,57,70
310,3157,Spanish (español),0,6,9,azul real,0,126,255,54,20,-71
311,3157,Spanish (español),0,6,10,lima,0,255,100,88,-80,58
312,3157,Spanish (español),0,6,11,lima,0,255,48,87,-84,76
313,3153,English (English),0,1,0,Sea green,0,255,183,89,-66,20
314,3153,English (English),0,1,1,Royal blue,0,42,255,35,68,-102
315,3153,English (English),0,1,2,Violet,187,0,255,49,88,-79
316,3153,English (English),0,1,3,Bright yellow,255,245,0,94,-16,92
317,3153,English (English),0,1,4,,0,226,255,82,-35,-26
318,3153,English (English),0,1,5,Light blue,0,243,255,87,-42,-19
319,3153,English (English),0,1,6,Red,255,0,17,53,80,62
320,3153,English (English),0,1,7,Neon green,0,255,91,88,-81,62
321,3153,English (English),0,1,8,,98,0,255,37,81,-99
322,3153,English (English),0,1,9,Blue,0,127,255,54,19,-71
323,3153,English (English),0,1,10,Fuchsia,255,0,230,58,94,-49
324,3153,English (English),0,1,11,Lime green,68,255,0,88,-80,83
325,3167,English (English),0,1,0,Magenta,244,0,255,58,96,-63
326,3167,English (English),0,1,1,Blue,0,110,255,49,30,-78
327,3167,English (English),0,1,2,Lime green,0,255,25,87,-85,80
328,3167,English (English),0,1,3,Dark blue,83,0,255,36,80,-101
329,3167,English (English),0,1,4,Burnt Orange,255,155,0,72,29,77
330,3167,English (English),0,1,5,Mustard,255,224,0,89,-6,88
331,3167,English (English),0,1,6,Orange,255,106,0,62,53,71
332,3167,English (English),0,1,7,Light Green,0,255,157,88,-71,33
333,3167,English (English),0,1,8,Medium green,0,255,138,88,-75,41
334,3167,English (English),0,1,9,Red,255,0,78,53,81,32
335,3167,English (English),0,1,10,Deep blue,0,53,255,37,63,-99
336,3167,English (English),0,1,11,,255,203,0,83,4,85
337,3161,English (English),0,3,0,Green,67,255,0,88,-81,83
338,3161,English (English),0,3,1,Yellow,223,255,0,94,-34,91
339,3161,English (English),0,3,2,Light orange,255,175,0,77,18,80
340,3161,English (English),0,3,3,Pink,255,0,145,55,85,-5
341,3161,English (English),0,3,4,Blue,0,58,255,38,61,-97
342,3161,English (English),0,3,5,Red,255,0,41,53,80,52
343,3161,English (English),0,3,6,Red-orange,255,98,0,61,56,70
344,3161,English (English),0,3,7,Blue-green,0,255,137,88,-75,42
345,3161,English (English),0,3,8,Purple,144,0,255,42,84,-89
346,3161,English (English),0,3,9,Yellow,255,214,0,86,-1,86
347,3161,English (English),0,3,10,Turquoise,0,255,188,89,-65,18
348,3161,English (English),0,3,11,Orange,255,121,0,65,46,73
349,3169,English (English),0,1,0,hot pink,255,0,214,58,92,-41
350,3169,English (English),0,1,1,purple-pink,236,0,255,57,95,-66
351,3169,English (English),0,1,2,lime green,113,255,0,89,-71,85
352,3169,English (English),0,1,3,royal blue,0,55,255,37,62,-98
353,3169,English (English),0,1,4,orange,255,167,0,75,22,79
354,3169,English (English),0,1,5,hot pink,255,0,162,55,87,-14
355,3169,English (English),0,1,6,purple,138,0,255,42,83,-91
356,3169,English (English),0,1,7,turquoise,0,255,255,91,-48,-14
357,3169,English (English),0,1,8,darker turqouoise,0,223,255,81,-33,-28
358,3169,English (English),0,1,9,red,255,0,34,53,80,56
359,3169,English (English),0,1,10,chartreuse,223,255,0,94,-34,91
360,3169,English (English),0,1,11,hot red-pink,255,0,94,54,82,23
361,3165,English (English),0,3,0,Blue,0,173,255,67,-7,-50
362,3165,English (English),0,3,1,Green,0,255,115,88,-78,52
363,3165,English (English),0,3,2,Pink,255,0,139,55,85,-2
364,3165,English (English),0,3,3,Blue,0,135,255,56,14,-67
365,3165,English (English),0,3,4,Orange,255,119,0,65,47,73
366,3165,English (English),0,3,5,Green,116,255,0,89,-71,85
367,3165,English (English),0,3,6,Lime,164,255,0,91,-56,87
368,3165,English (English),0,3,7,Red,255,0,63,53,81,41
369,3165,English (English),0,3,8,Teal,0,255,156,88,-71,33
370,3165,English (English),0,3,9,Orange,255,159,0,73,27,78
371,3165,English (English),0,3,10,Blue,0,102,255,47,35,-82
372,3165,English (English),0,3,11,Blue,0,40,255,35,69,-102
373,3168,English (English),0,1,0,Violet,95,0,255,37,81,-99
374,3168,English (English),0,1,1,Medium orange,255,127,0,66,43,73
375,3168,English (English),0,1,2,Shamrock,0,255,129,88,-76,46
376,3168,English (English),0,1,3,Fushia,205,0,255,52,91,-74
377,3168,English (English),0,1,4,Medium cyan,0,154,255,61,2,-59
378,3168,English (English),0,1,5,Neon green,0,255,94,88,-81,61
379,3168,English (English),0,1,6,Light orange,255,164,0,74,24,78
380,3168,English (English),0,1,7,Sunflower yellow,255,192,0,81,9,83
381,3168,English (English),0,1,8,Light cyan,0,190,255,72,-17,-42
382,3168,English (English),0,1,9,Mint,0,255,178,89,-67,22
383,3168,English (English),0,1,10,Aqua,0,240,255,86,-41,-20
384,3168,English (English),0,1,11,Cyan,0,105,255,48,33,-80
385,3163,English (English),0,6,0,blue,0,149,255,60,5,-61
386,3163,English (English),0,6,1,magenta,251,0,255,59,97,-61
387,3163,English (English),0,6,2,lime green,0,255,76,87,-82,67
388,3163,English (English),0,6,3,green,0,255,119,88,-78,50
389,3163,English (English),0,6,4,teal,0,255,187,89,-65,18
390,3163,English (English),0,6,5,blue,0,34,255,34,71,-103
391,3163,English (English),0,6,6,pink,255,0,129,54,84,3
392,3163,English (English),0,6,7,red,255,0,78,53,81,32
393,3163,English (English),0,6,8,magenta,255,0,160,55,87,-13
394,3163,English (English),0,6,9,yellow,255,196,0,82,7,83
395,3163,English (English),0,6,10,blue,0,108,255,49,31,-79
396,3163,English (English),0,6,11,aqua,0,194,255,73,-19,-41
397,3169,English (English),0,3,0,yellow,255,206,0,84,2,85
398,3169,English (English),0,3,1,aqua-green-blue,0,255,155,88,-72,33
399,3169,English (English),0,3,2,blue,0,198,255,74,-21,-39
400,3169,English (English),0,3,3,orange,255,98,0,61,56,70
401,3169,English (English),0,3,4,darker blue,0,171,255,66,-6,-51
402,3169,English (English),0,3,5,royal blue,46,0,255,33,79,-105
403,3169,English (English),0,3,6,darker than the darker blue,0,143,255,58,9,-64
404,3169,English (English),0,3,7,purple,183,0,255,48,88,-80
405,3169,English (English),0,3,8,hot pink,255,0,73,53,81,35
406,3169,English (English),0,3,9,lime green,151,255,0,90,-60,86
407,3169,English (English),0,3,10,aqua-blue-green,0,255,193,89,-64,15
408,3169,English (English),0,3,11,teal,0,255,169,89,-69,27
409,3166,English (English),0,3,0,blue,0,255,255,91,-48,-14
410,3166,English (English),0,3,1,fuschia,255,0,165,56,87,-16
411,3166,English (English),0,3,2,puce,178,255,0,92,-51,88
412,3166,English (English),0,3,3,yellow,224,255,0,94,-34,91
413,3166,English (English),0,3,4,blue,0,192,255,72,-18,-42
414,3166,English (English),0,3,5,blue,0,249,255,89,-45,-16
415,3166,English (English),0,3,6,blue,0,61,255,38,59,-96
